Fish Sanctuary OGF ID,Zone Number,Waterbody Description,Waterbody Description French,Fish Sanctuary,Fish Sanctuary French,Effective Date,Expiry Date
107035339,16,"Sydenham River - City of Owen Sound and Derby Twp., from Inglis Falls to Mill Dam, excluding Artificial Spawning Channels Nos. 1 and 2.","Rivière Sydenham - ville d'Owen Sound et canton de Derby, depuis les chutes Inglis jusqu'au barrage Mill, sauf les chenaux de frai artificiels 1 et 2.",Fish sanctuary - no fishing from 4th Sat. in Apr. - May 31,Réserve de poissons - aucune pêche entre le 4e samedi d'avril et le 31 mai.,01/01/2022,12/31/2022
107035335,16,"Sydenham River - City of Owen Sound, from the Mill Dam to a point 177 m (581 ft.) downstream.","Rivière Sydenham - ville d'Owen Sound, depuis le barrage Mill jusqu'à un point 177 m (581 pi) en aval.",Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107035338,16,"Sydenham River and tributaries, in the City of Owen Sound and Derby Twp., from the base of Inglis Falls downstream to a line drawn due east from the north end of the bridge known locally as either Chinese or Rainbow Bridge to the permanent steel post mark","Rivière Sydenham et tributaires, dans la ville d'Owen Sound et le canton de Derby, depuis le pied des chutes Inglis en aval jusqu'à une ligne tracée plein est depuis l'extrémité nord du pont connu localement comme le pont Chinese ou Rainbow, jusqu'au repè",Fish sanctuary - no fishing from Sept. 1 - Sept. 30,Réserve de poissons - aucune pêche entre le 1er sept. et le 30 sept.,01/01/2022,12/31/2022
107035336,16,Sydenham River-Artificial Spawning Channels Nos. 1 and 2 - Derby Twp.,Rivière Sydenham - les chenaux de frai artificiels 1 et 2 - canton de Derby.,Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107035337,16,Sydenham River-Artificial Spawning Channels Nos. 1 and 2 - Derby Twp.,Rivière Sydenham - les chenaux de frai artificiels 1 et 2 - canton de Derby.,Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107035340,16,"Talbot River and tributaries excluding the Trent Canal system - Thorah and Mara Townships, the area between the eastern side of Highway 12 upstream to the dam in Lot 6, Concession 11","Rivière Talbot et ses tributaires, sauf le réseau du canal Trent - cantons de Thorah et Mara, la zone située entre le côté est de la route 12, en amont jusqu’au barrage du lot 6, conc. 11",Fish sanctuary - no fishing from Mar. 1 - Fri. before 2nd Sat. in May,Réserve de poissons - aucune pêche entre le 1er mars et le vendredi avant le 2e samedi de mai.,01/01/2022,12/31/2022
107035341,16,Telfer Creek (Bothwell’s Creek) - Sydenham Twp (Grey County).,Ruisseau Telfer (ruisseau de Bothwell) - canton de Sydenham (comté de Grey).,Fish sanctuary - no fishing from 4th Sat. in Apr. - May 31,Réserve de poissons - aucune pêche entre le 4e samedi d'avril et le 31 mai.,01/01/2022,12/31/2022
107035342,16,Thames River - between the dam at Gordon Pittock Reservoir and the bridge at Hwy. 59.,Rivière Thames - entre le barrage au réservoir Gordon Pittock et le pont de la route 59.,Fish sanctuary - no fishing from Mar. 15 - Fri. before 2nd Sat. in May,Réserve de poissons - aucune pêche entre le 15 mars et le vendredi avant le 2e samedi de mai.,01/01/2022,12/31/2022
107036043,16,"Whitemans Creek (Horner Creek) and tributaries, from the East Quarter Town Line Road downstream to the edge of the Grand River.","Ruisseau Whitemans (ruisseau Horner) et tributaires, depuis le chemin East Quarter Town Line Road en aval jusqu'à la ligne des eaux de la rivière Grand.",Fish sanctuary - no fishing from  Jan. 1 - Fri. before 4th Sat. in Apr. & Oct. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 4e samedi d'avril, ni du 1er oct. au 31 déc.",01/01/2022,12/31/2022
107035343,16,Willow Creek - St. Edmunds Twp.,Ruisseau Willow - canton de St. Edmunds,Fish sanctuary - no fishing from 4th Sat. in Apr. - May 31,Réserve de poissons - aucune pêche entre le 4e samedi d'avril et le 31 mai.,01/01/2022,12/31/2022
107035344,16,"Young’s Creek (Ryerse Creek) - Woodhouse Twp. and the City of Nanticoke, between the dam on Lot 23, Conc. III in the former Twp. of Charlotteville and the downstream side of the bridge on the Lakeshore Road at Port Ryerse.","Ruisseau de Young (ruisseau Ryerse) - canton de Woodhouse et ville de Nanticoke, entre le barrage sur le lot 23, conc. III dans l'ancien canton de Charlotteville et le côté en aval du pont du chemin Lakeshore à Port Ryerse.",Fish sanctuary - no fishing from Jan. 1 - Fri. before 4th Sat. in Apr.,Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 4e samedi d'avril.,01/01/2022,12/31/2022
107035360,17,"Bobcaygeon River - Bobcaygeon, from Trent-Severn Dam to Pigeon Lake and Little Bob Dam to Pigeon Lake (100 m from Little Bob Dam)",Rivière Bobcaygeon (Bobcaygeon) - du barrage Trent-Severn jusqu’au lac Pigeon et du barrage Little Bob jusqu’au lac Pigeon (à 100 m du barrage Little Bob),Fish sanctuary - no fishing from Jan. 1 - Fri. after 2nd Sat. in May & Nov. 16 - Dec. 31,Réserve de poissons - aucune pêche du 1er janv. au vendredi après le 2e samedi en mai et du 16 nov. au 31 déc.,01/01/2022,12/31/2022
107035347,17,"Burleigh Falls, Perry’s Creek, Stony Lake - Smith and Harvey Twps., Trent-Severn Dam to Stony Lake.","Chutes Burleigh, ruisseau Perry's, lac Stony - cantons de Smith et Harvey, du barrage Trent-Severn jusqu'au lac Stony.",Fish sanctuary - no fishing from Jan. 1 - Fri. after 2nd Sat. in May & Nov. 16 - Dec. 31,Réserve de poissons - aucune pêche du 1er janv. au vendredi après le 2e samedi en mai et du 16 nov. au 31 déc.,01/01/2022,12/31/2022
107035348,17,"Chemong Lake - Bridgenorth Causeway - Smith and Ennismore Twps., 100 m (328 ft.) on both sides of causeway on County Road 16.","Lac Chemong - pont-jetée Bridgenorth - cantons de Smith et Ennismore, 100 m (328 pi) des deux côtés du pont-jetée sur la route de comté 16.",Fish sanctuary - no fishing from Jan. 1 - Fri. before 2nd Sat. in May & Nov. 16 - Dec. 31,Réserve de poissons - aucune pêche 1er janv. au vendredi avant le 2e samedi en mai et du 16 nov. au 31 déc.,01/01/2022,12/31/2022
107035349,17,Cobourg Brook - from the downstream side of the lamprey barrier downstream to the south side of the King St. Bridge in the town of Cobourg.,"Ruisseau Cobourg - depuis le côté en aval de la barrière à lamproies, en aval jusqu'au côté sud du pont de la rue King, dans la ville de Cobourg.",Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107035350,17,Crowe River - from the Marmora Dam downstream to the north side of the Highway 7 bridge,Rivière Crowe - du barrage Marmora en aval jusqu’au côté nord du pont traversant la route 7,Fish sanctuary - no fishing from Jan. 1 - Fri. before 2nd Sat. in May & Nov. 16 - Dec. 31,Réserve de poissons - aucune pêche 1er janv. au vendredi avant le 2e samedi en mai et du 16 nov. au 31 déc.,01/01/2022,12/31/2022
107035361,17,"Fenelon River - Fenelon Falls in Fenelon Township, from Trent-Severn Dam to second power line 1 km downstream","Rivière Fenelon (Fenelon Falls) - canton de Fenelon, du barrage Trent-Severn jusqu’à la deuxième ligne de transmission d’électricité à 1 km en aval",Fish sanctuary - no fishing from Jan. 1 - Fri. after 2nd Sat. in May & Nov. 16 - Dec. 31,Réserve de poissons - aucune pêche du 1er janv. au vendredi après le 2e samedi en mai et du 16 nov. au 31 déc.,01/01/2022,12/31/2022
107035351,17,"Fishog River - from the mouth of  the river at Head Lake (44°45’N., 78°54’W.) to the base of the waterfalls approx. 1.5 km (0.9 mi.) upstream.","Rivière Fishog - depuis l'embouchure de la rivière au lac Head (44° 45’ N. et 78° 54’ O.) jusqu'à la base des chutes approx. 1,5 km (0,9 mi) en amont.",Fish sanctuary - no fishing from Jan. 1 - Fri. after 2nd Sat. in May & Nov. 16 - Dec. 31,Réserve de poissons - aucune pêche du 1er janv. au vendredi après le 2e samedi en mai et du 16 nov. au 31 déc.,01/01/2022,12/31/2022
107035352,17,"Ganaraska River - Town of Port Hope, from Hwy. 401 downstream to the south side of the Jocelyn St. Bridge.","Rivière Ganaraska - ville de Port Hope, depuis la route 401 en aval jusqu'au côté sud du pont de la rue Jocelyn.",Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107035353,17,Gannon’s Narrows - Harvey and Ennismore Twps. - within 100 m (328 ft.) of both sides of the causeway on County Road 16.,Passage Gannon’s - cantons de Harvey et Ennismore - à l'intérieur de 100 m (328 pi) des deux côtés du pont-jetée sur la route de comté 16.,Fish sanctuary - no fishing from Jan. 1 - Fri. before 2nd Sat. in May & Nov. 16 - Dec. 31,Réserve de poissons - aucune pêche 1er janv. au vendredi avant le 2e samedi en mai et du 16 nov. au 31 déc.,01/01/2022,12/31/2022
107035354,17,Gull River (Coboconk) - Bexley and Somerville Twps. from Trent-Severn Dam downstream to narrows approaching Balsam Lake.,"Rivière Gull (Coboconk) - cantons de Bexley et Somerville, depuis le barrage Trent-Severn, en aval jusqu'au passage près du lac Balsam.",Fish sanctuary - no fishing from Jan. 1 - Fri. after 2nd Sat. in May & Nov. 16 - Dec. 31,Réserve de poissons - aucune pêche du 1er janv. au vendredi après le 2e samedi en mai et du 16 nov. au 31 déc.,01/01/2022,12/31/2022
107035355,17,"Healey Falls - Seymour Township, all water flowing from the north-westerly side of the bridge on County Road 50 to Crowe Bay","Chutes Healey - canton de Seymour, toute l’eau qui s’écoule depuis le côté nord-ouest du pont du chemin de comté 50 jusqu’à la baie Crowe",Fish sanctuary - no fishing from Jan. 1 - Fri. after 2nd Sat. in May & Nov. 16 - Dec. 31,Réserve de poissons - aucune pêche du 1er janv. au vendredi après le 2e samedi en mai et du 16 nov. au 31 déc.,01/01/2022,12/31/2022
107035356,17,Katchewanooka Lake (Young’s Point) - Smith and Douro Twps. from Trent Severn Dam to the downstream (west) side of the Hwy. 28 bridge.,"Lac Katchewanooka (pointe Young’s) - cantons de Smith et Douro, depuis le barrage Trent-Severn jusqu'au côté ouest (en aval) du pont de la route 28.",Fish sanctuary - no fishing from Jan. 1 - Fri. after 2nd Sat. in May & Nov. 16 - Dec. 31,Réserve de poissons - aucune pêche du 1er janv. au vendredi après le 2e samedi en mai et du 16 nov. au 31 déc.,01/01/2022,12/31/2022
107035357,17,"Lake Scugog (44°11'00""N., 78°51'26""W.) - Cartwright Township, 100 m (328 ft.) on both sides of Hwy. 7A (causeways)","Lac Scugog (44° 11' 00""N., 78° 51' 26""O.) - canton de Cartwright,  100 m (328 pi) des deux côtés de la route 7A (ponts-jetées)",Fish sanctuary - no fishing from Jan. 1 - Fri. before 2nd Sat. in May & Nov. 16 - Dec. 31,Réserve de poissons - aucune pêche 1er janv. au vendredi avant le 2e samedi en mai et du 16 nov. au 31 déc.,01/01/2022,12/31/2022
107035358,17,"Lovesick Dams – former townships of Smith and Harvey, 100 m downstream from each dam.","Barrages Lovesick - anciens cantons de Smith et de Harvey, 100 m en aval de chacun des barrages.",Fish sanctuary - no fishing from Jan. 1 - Fri. after 2nd Sat. in May & Nov. 16 - Dec. 31,Réserve de poissons - aucune pêche du 1er janv. au vendredi après le 2e samedi en mai et du 16 nov. au 31 déc.,01/01/2022,12/31/2022
107035359,17,Lower Buckhorn Lake (Buckhorn) - Smith and Harvey Twps. from Trent Severn Dam to a point 400 m (1312 ft.) below the dam.,"Lac Lower Buckhorn (Buckhorn) - cantons de Smith et Harvey, depuis le barrage Trent-Severn jusqu'à un point 400 m (1 312 pi) après le barrage.",Fish sanctuary - no fishing from Jan. 1 - Fri. after 2nd Sat. in May & Nov. 16 - Dec. 31,Réserve de poissons - aucune pêche du 1er janv. au vendredi après le 2e samedi en mai et du 16 nov. au 31 déc.,01/01/2022,12/31/2022
107035363,17,Otonabee River (Peterborough) from Trent-Severn Dam at Lock 19 to Bensfort Bridge at County Road 2 (20 km downstream).,Rivière Otonabee (Peterborough) du barrage Trent-Severn à l’écluse 19 jusqu’au pont Bensfort traversant le chemin de comté 2 (20 km en aval).,Fish sanctuary - no fishing from Jan. 1 - Fri. after 2nd Sat. in May & Nov. 16 - Dec. 31,Réserve de poissons - aucune pêche du 1er janv. au vendredi après le 2e samedi en mai et du 16 nov. au 31 déc.,01/01/2022,12/31/2022
107035364,17,"Pigeon River (Omemee) - Emily Twp., from Omemee Dam to C.N.R. bridge.","Rivière Pigeon (Omemee) - canton d'Emily, depuis le barrage Omemee jusqu'au pont du CN.",Fish sanctuary - no fishing from Jan. 1 - Fri. after 2nd Sat. in May & Nov. 16 - Dec. 31,Réserve de poissons - aucune pêche du 1er janv. au vendredi après le 2e samedi en mai et du 16 nov. au 31 déc.,01/01/2022,12/31/2022
107035362,17,"Rosedale River - Rosedale in Fenelon Township, from the Trent-Severn Dam to Cameron Lake","Rivière Rosedale (Rosedale) - canton de Fenelon, du barrage Trent-Severn jusqu’au lac Cameron",Fish sanctuary - no fishing from Jan. 1 - Fri. after 2nd Sat. in May & Nov. 16 - Dec. 31,Réserve de poissons - aucune pêche du 1er janv. au vendredi après le 2e samedi en mai et du 16 nov. au 31 déc.,01/01/2022,12/31/2022
107035365,17,"Scugog River (Lindsay) - Ops Twp., from Trent-Severn Dam to Ops-Fenelon boundary.","Rivière Scugog (Lindsay) - canton d'Ops, depuis le barrage TrentSevern jusqu'à la limite des cantons Ops-Fenelon.",Fish sanctuary - no fishing from Jan. 1 - Fri. after 2nd Sat. in May & Nov. 16 - Dec. 31,Réserve de poissons - aucune pêche du 1er janv. au vendredi après le 2e samedi en mai et du 16 nov. au 31 déc.,01/01/2022,12/31/2022
107035366,17,"Talbot River - Kirkfield - Carden Twp., fronting Conc. VII, VIII and IX.","Rivière Talbot - Kirkfield - canton de Carden, longeant les conc. VII, VIII et IX.",Fish sanctuary - no fishing from Jan. 1 - Fri. after 2nd Sat. in May & Nov. 16 - Dec. 31,Réserve de poissons - aucune pêche du 1er janv. au vendredi après le 2e samedi en mai et du 16 nov. au 31 déc.,01/01/2022,12/31/2022
107035367,17,"Trent River - Village of Hastings, 500 m (1640 ft.) upstream of the dam and 1 km (3281 ft.) downstream of the dam.","Rivière Trent - village de Hastings, 500 m (1 640 pi) en amont du barrage et 1 km (3 281 pi) en aval du barrage.",Fish sanctuary - no fishing from Jan. 1 - Fri. after 2nd Sat. in May & Nov. 16 - Dec. 31,Réserve de poissons - aucune pêche du 1er janv. au vendredi après le 2e samedi en mai et du 16 nov. au 31 déc.,01/01/2022,12/31/2022
107035369,18,Big Rideau Lake (The Bog and Long Island) - Bastard and Burgess Twps.,Lac Big Rideau (The Bog et l’île Long) - cantons de Bastard et Burgess,Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107035368,18,Big Rideau Lake (The Bog and Long Island) - Bastard and Burgess Twps.,Lac Big Rideau (The Bog et l’île Long) - cantons de Bastard et Burgess,Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107035370,18,"Christie Lake in Lot 3, Conc. III Bathurst Twp. and the Tay River from Christie Lake downstream to the bridge at Lot 7, Conc. II Bathurst Twp.","Lac Christie - canton de Bathurst, lot 3, conc. III et la rivière Tay du lac Christie en aval jusqu’au pont au lot 7, conc. II, canton de Bathurst",Fish sanctuary - no fishing from Mar. 1 - Fri. before 2nd Sat. in May,Réserve de poissons - aucune pêche du 1er mars au vendredi avant le 2e samedi de mai.,01/01/2022,12/31/2022
107035371,18,Crotch Lake and Mississippi River - Palmerston Twp.; from Sidedam Rapids to north shore of Skull Island including McLean’s Bay.,"Lac Crotch et rivière Mississippi - canton de Palmerston - depuis les rapides Sidedam jusqu’à la rive nord de l’île Skull, incluant la baie McLean’s.",Fish sanctuary - no fishing from Mar. 1 - Fri. before 2nd Sat. in May,Réserve de poissons - aucune pêche du 1er mars au vendredi avant le 2e samedi de mai.,01/01/2022,12/31/2022
107035372,18,Dalhousie Lake and Mississippi River within a 300 m (984 ft.) radius of the bridge of the Twp. road crossing the Mississippi River where it enters Dalhousie Lake - Dalhousie Twp.,"Lac Dalhousie et rivière Mississippi, à l’intérieur d’un rayon de 300 m (984 pi) du pont du chemin de canton qui traverse la rivière Mississippi là où elle se jette dans le lac Dalhousie - canton de Dalhousie.",Fish sanctuary - no fishing from Mar. 1 - Fri. before 2nd Sat. in May,Réserve de poissons - aucune pêche du 1er mars au vendredi avant le 2e samedi de mai.,01/01/2022,12/31/2022
