Zone Number,Species,Species French,Aggregate Trout and Salmon Limit,Season,Season French,Limit,Limit Description French,Limit Type,Limit French,Effective Date,Expiry Date
19,Sunfish,Crapet,No,Open all year,Pêche ouverte toute l’année,C - 50,C - 50,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
19,Sunfish,Crapet,No,Open all year,Pêche ouverte toute l’année,S - 100,S - 100,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
19,Walleye and Sauger or any combination,"Doré jaune et doré noir, ou toutes combinaisons",No,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
19,Walleye and Sauger or any combination,"Doré jaune et doré noir, ou toutes combinaisons",No,Open all year,Pêche ouverte toute l’année,S - 6,S - 6,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
19,Yellow Perch,Perchaude,No,Open all year,Pêche ouverte toute l’année,C - 25 in one day,C - 25 par jour,Resident and Non-Resident Conservation License Catch and Retain Limit,Limite de prise pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche écologique,01/01/2022,12/31/2022
19,Yellow Perch,Perchaude,No,Open all year,Pêche ouverte toute l’année,Possession limit C - 50,Limite de possession limit de 50,Resident and Non-Resident Conservation License Possession Limit,Limite de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche écologique,01/01/2022,12/31/2022
19,Yellow Perch,Perchaude,No,Open all year,Pêche ouverte toute l’année,Possession limit S - 100,Limite de possession limit de 100,Resident and Non-Resident Sportfishing License Possession Limit,Limite de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
19,Yellow Perch,Perchaude,No,Open all year,Pêche ouverte toute l’année,S - 50 in one day,S - 50 par jour,Resident and Non-Resident Sportfishing License Catch and Retain Limit,Limite de prise pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
20,Atlantic Salmon,Saumon atlantique,Yes,Open all year,Pêche ouverte toute l’année,C - 0,C - 0,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
20,Atlantic Salmon,Saumon atlantique,Yes,Open all year,Pêche ouverte toute l’année,"S - 1, must be greater than 63 cm (24.8 in.)","S - 1, doit dépasser 63 cm (24,8 po)",Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
20,Brown Trout,Truite brune,Yes,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
20,Brown Trout,Truite brune,Yes,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
20,Channel Catfish,Barbue de rivière,No,Open all year,Pêche ouverte toute l’année,C - 6,C - 6,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
20,Channel Catfish,Barbue de rivière,No,Open all year,Pêche ouverte toute l’année,S - 12,S - 12,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
20,Crappie,Marigane,No,Open all year,Pêche ouverte toute l’année,C - 10,C - 10,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
20,Crappie,Marigane,No,Open all year,Pêche ouverte toute l’année,S - 30,S - 30,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
20,Lake Trout,Touladi,Yes,Jan. 1 - Sept. 30 & Dec. 1 - Dec. 31,"1er janv. au 30 sept., et 1er au 31 déc.",C - 1,C - 1,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
20,Lake Trout,Touladi,Yes,Jan. 1 - Sept. 30 & Dec. 1 - Dec. 31,"1er janv. au 30 sept., et 1er au 31 déc.",S - 3,S - 3,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
20,Lake Whitefish,Grand corégone,No,Open all year,Pêche ouverte toute l’année,C - 6,C - 6,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
20,Lake Whitefish,Grand corégone,No,Open all year,Pêche ouverte toute l’année,S - 12,S - 12,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
20,Largemouth Bass,Achigan à grande bouche,Yes,January 1 to May 10,Du 1er janvier au 10 mai,C - 0,C - 0,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
20,Largemouth Bass,Achigan à grande bouche,Yes,Third Saturday in June to December 31,Du 3e samedi de juin au 31 décembre,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
20,Largemouth Bass,Achigan à grande bouche,Yes,January 1 to May 10,Du 1er janvier au 10 mai,S - 0,S - 0,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
20,Largemouth Bass,Achigan à grande bouche,Yes,Third Saturday in June to December 31,Du 3e samedi de juin au 31 décembre,S - 6,S - 6,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
20,Muskellunge,Maskinongé,No,3rd Sat. in June - Dec. 15,3e samedi de juin au 15 déc.,C - 0,C - 0,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
20,Muskellunge,Maskinongé,No,3rd Sat. in June - Dec. 15,3e samedi de juin au 15 déc.,"S - 1, must be greater than 137 cm (54 in.)","S - 1, doit dépasser 137 cm (54 po)",Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
20,Northern Pike,Grand brochet,No,Jan. 1 - Mar. 31 & 1st Sat. in May - Dec. 31,"1er janv. au 31 mars, et 1er samedi de mai au 31 déc.",C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
20,Northern Pike,Grand brochet,No,Jan. 1 - Mar. 31 & 1st Sat. in May - Dec. 31,"1er janv. au 31 mars, et 1er samedi de mai au 31 déc.",S - 6,S - 6,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
20,Pacific Salmon,Saumon du Pacifique,Yes,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
20,Pacific Salmon,Saumon du Pacifique,Yes,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
20,Rainbow Trout,Truite arc-enciel,Yes,Open all year,Pêche ouverte toute l’année,C - 1,C - 1,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
20,Rainbow Trout,Truite arc-enciel,Yes,Open all year,Pêche ouverte toute l’année,S - 2,S - 2,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
20,Smallmouth Bass,Achigan à petite bouche,Yes,January 1 to May 10,Du 1er janvier au 10 mai,C - 0,C - 0,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
20,Smallmouth Bass,Achigan à petite bouche,Yes,First Saturday in July to December 31,Du 1er samedi de juillet au 31 décembre,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
20,Smallmouth Bass,Achigan à petite bouche,Yes,January 1 to May 10,Du 1er janvier au 10 mai,S - 0,S - 0,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
20,Smallmouth Bass,Achigan à petite bouche,Yes,First Saturday in July to December 31,Du 1er samedi de juillet au 31 décembre,S - 6,S - 6,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
20,Sunfish,Crapet,No,Open all year,Pêche ouverte toute l’année,C - 50,C - 50,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
20,Sunfish,Crapet,No,Open all year,Pêche ouverte toute l’année,S - 100,S - 100,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
20,Walleye and Sauger or any combination,"Doré jaune et doré noir, ou toutes combinaisons",No,Jan. 1 - Mar.1 & the 1st Sat. in May - Dec. 31,"1er janv. au 1er mars, et 1er samedi de mai au 31 déc.","C - 2, not more than 1 greater than 63 cm (24.8 in.)","C - 2, un seul dépassant 63 cm (24,8 po)",Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
20,Walleye and Sauger or any combination,"Doré jaune et doré noir, ou toutes combinaisons",No,Jan. 1 - Mar.1 & the 1st Sat. in May - Dec. 31,"1er janv. au 1er mars, et 1er samedi de mai au 31 déc.","S - 4, not more than 1 greater than 63 cm (24.8 in.)","S - 4, un seul dépassant 63 cm (24,8 po)",Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
